,target,left_knee_angle,left_hip_angle,left_ankle_angle,right_knee_angle,right_hip_angle,right_ankle_angle,left_hip_to_right_hip,left_torso_height_to_hip_width_ratio,right_torso_height_to_hip_width_ratio,shoulder_width_to_hip_width_ratio,left_thigh_height_to_hip_width_ratio,right_thigh_height_to_hip_width_ratio,left_shin_length_to_hip_width_ratio,right_shin_length_to_hip_width_ratio,left_ankle_to_left_heel_to_hip_width_ratio,left_heel_to_left_foot_index_to_hip_width_ratio,left_foot_index_to_left_ankle_to_hip_width_ratio,right_ankle_to_right_heel_to_hip_width_ratio,right_heel_to_right_foot_index_to_hip_width_ratio,right_foot_index_to_right_ankle_to_hip_width_ratio,knee_width_to_hip_width_ratio
20,kvr,96.09946851896348,126.05644200870836,105.5310773202141,172.30667021841637,177.609834803733,179.60235466696318,0.05022828399505605,4.906954509499885,4.90657813307908,1.3475861765188635,2.0268575382212943,2.3489318386629154,2.4167533136216863,2.519680051339005,0.6512344475045619,1.1258767856762995,1.0323647083074214,0.40603724288588194,0.523409368646229,0.9180840895931637,2.831314280135862
21,kvr,91.9698965022032,119.54893923337657,106.36816637426729,173.42127075546992,177.545063526405,179.18363459582565,0.04967244046660608,5.056694996923856,5.020589975792667,1.400667480631694,1.866243453502831,2.035561341045368,2.4652679070103347,2.679178200118666,0.6455214450912674,1.1377190634670225,1.047564258363367,0.36806375166475824,0.6010114002297597,0.9597865927446694,2.7932878047017926
22,kvr,86.5706315077096,112.47349258176504,107.14229954125517,173.80646106844623,178.33480034224007,179.05718202673535,0.04836522535570305,5.136937976856581,5.193958106455699,1.3492457008150844,1.7948832516752948,1.8972125969845652,2.588534347064579,2.8076996872754147,0.672988831562793,1.1456523375412713,1.0500775883160505,0.4145634392183959,0.5344590528116335,0.9430216187179635,2.873221846734275
23,kvr,78.42152209710298,105.0264632813114,108.66385941067942,177.00254956623155,175.83880539364472,177.67715362703782,0.04765072542650201,5.181576673911549,5.172595063547134,1.2899788053780075,1.7949509559838144,1.551802441839011,2.7282044326153505,2.993386445211009,0.6178722475535131,1.0501145724931007,0.9664465615131037,0.405455705458736,0.6052298297462201,1.0043231353035245,2.989882056652581
24,kvr,76.0942856506008,101.4863157482291,106.11094683016404,178.6682104573698,174.27948724214596,176.94050312745355,0.04818924926612433,5.102965908161852,5.201308179036718,1.3127411561065052,1.6586678641537331,1.242874857385181,2.715062614587213,3.175960079567881,0.5714961668903099,1.0210428438480281,0.8891361331286044,0.33706988517278014,0.6311044125855223,0.9585426774950137,2.8653230115586266
25,kvr,75.75278940357464,100.55557645700564,108.30751338042027,176.56024022430898,176.02630067018964,179.96154111228563,0.04960123000193138,4.969460995759958,5.033553026858301,1.3046307169026086,1.62741535627063,1.18206864264097,2.7009150056839246,3.0945403531040316,0.5607817102538278,0.9897343366607108,0.8784078911339908,0.3114037911298104,0.5561486137073702,0.8651461785887081,2.8087694796963603
26,kvr,74.09369375262077,98.64828425057513,106.53718942830547,172.74941071398283,179.72173113740624,178.20666970813713,0.048939280253498474,5.078481520639365,5.013905937794526,1.2421550760693414,1.6951816559991646,1.1728707734754613,2.777931388146504,3.154048610999637,0.5662024079029455,1.0398616287258466,0.9122715641765071,0.31189683421541164,0.5029180856237335,0.8141621069743029,2.832692867628365
27,kvr,71.43469206942177,95.70882800409566,107.81920637065706,171.96879911165504,179.74782267961024,178.52846697206073,0.04738126599881345,5.258445818169895,5.210201243152936,1.2818862486297031,1.7361233375284437,1.2019776110739366,2.9059999930517613,3.179540163443581,0.5977457376652462,1.0577395548153488,0.9343004376008003,0.3186646587127429,0.595089624718813,0.9076076831104436,2.909797164329169
28,kvr,74.55436757594543,98.05165002465425,104.54696164551245,168.89491672515263,176.46741611810077,178.392976171856,0.04614982284014862,5.242352185030061,5.39130688712557,1.3241267769560219,1.8277429176396667,1.293684684545235,2.9492462470673626,3.2765149922570216,0.6531069352535537,1.0989123353178898,0.9237337430116451,0.27781045493503426,0.6777848694539802,0.9518542364161072,2.890025043837692
29,kvr,82.85733741446631,104.67737813971324,109.79171144470205,165.55376439384509,173.3340011734564,179.8785714002987,0.04620069332218599,5.222845175969748,5.381081256675953,1.2319224038896492,1.8260610422233514,1.8363622409725575,2.942801024248706,3.031805163226713,0.639153548227183,1.0552360535362548,0.9722316464723136,0.31408684712011165,0.6807817081799837,0.9914402541501588,2.8786110475303683
30,kvr,91.36266500803208,113.03180074405991,108.80037215166668,167.51033406891773,175.35769755509594,176.05322884946486,0.045990559110598454,5.297077455129132,5.322152164518337,1.229582714993744,1.9424143480050824,2.12078140619237,2.9791435600927674,3.1277422026479837,0.6318597886918776,1.1252818572141527,1.0487083276263256,0.3333282760002305,0.637070114626213,0.9638105767949461,2.9329535807953344
31,kvr,92.62230704534636,113.71760357698462,109.04452335393776,166.1294451316978,174.45162094088056,176.20500669746704,0.04625945227068846,5.24569719455259,5.3329898729004706,1.2926828415421003,2.0177582086011965,2.296364853914735,3.063044075641198,3.136266872273694,0.6262951041778272,1.100836955852739,1.0137902878905767,0.3502863269060512,0.5838481848559126,0.9325528670598134,2.9506025504862685
32,kvr,94.56160192310801,114.41783679666656,110.30662065648485,164.74559164782056,173.1694269203367,173.47304852182666,0.04541322107071359,5.49915404402437,5.534537057673994,1.344421571100157,2.0973961787914703,2.209773436413519,3.176274344628096,3.498480426598644,0.6743778152092604,1.0844004075466687,0.9870444656558441,0.28664729853324206,0.6340770982937669,0.9201205470677715,2.890540842533441
33,kvr,102.53583972380488,129.7381267649141,108.90531152860703,171.96927159384595,178.06763680338727,179.83252102292568,0.0466108368999189,5.47419950558257,5.539920799762163,1.2270502196406627,2.20177667484089,2.55504450776899,2.80870327400027,3.082028751992596,0.7176654040552805,1.2274658562735852,1.1133926494154873,0.4152102823645037,0.48965954160786646,0.8984547390879506,2.9340561615741083
34,kvr,100.51541187481297,128.83023910031815,100.84362381910809,170.72126646499518,179.74094481238902,172.75926060443152,0.04991594552410167,4.933415363107139,4.96242154529975,1.2381443743364096,2.055824930110943,2.3614882609493426,2.568127835410687,2.726608359326438,0.6009626266061062,1.128742657804593,1.0090327047892953,0.4412746594330333,0.6152206627889354,0.9925819132219749,2.7388343939634088
35,kvr,93.04066457712952,123.66323467340047,102.62905113559542,174.45384140449207,177.7225007749568,174.88892527072437,0.048825467318634824,5.141620921097603,5.087709079566713,1.1629132111874962,2.0276296831818885,2.012660863416645,2.6905581113922263,2.9130605339369073,0.6438013483226537,1.1520577363620639,1.056136073040018,0.4298084297508788,0.5826550103227703,0.9595242078011266,2.8661920347302665
36,kvr,83.90243932026567,114.58084879205467,95.29418355470897,175.95872675577328,178.12171652153197,174.3903367754444,0.04713198863995471,5.386147653316461,5.290362080817139,1.1374536952180037,2.0074115756210946,1.7290390855609021,2.8751944258234285,3.2353364550675585,0.5775534736372984,1.1680152645196094,1.0113703076480598,0.35014883261335156,0.5508543479823493,0.8899520090404432,2.9554658779633143
37,kvr,81.54791823502336,110.58832599681396,102.80152230451954,179.9047975757369,174.18488280518528,174.09721576003412,0.046263734686042196,5.553505061760046,5.385522723506904,1.2033759886156266,1.861188546903429,1.9471894047977396,2.7941545635516247,2.7840654203505686,0.6552318675219393,1.1444242275438525,1.047697826787123,0.44859524547709123,0.6317035212882136,1.04565168505683,3.1418597287812315
38,kvr,73.35987363342502,100.66845816966165,101.52257773500826,178.94149548135255,174.25799426897507,173.9121636471457,0.046757809490795305,5.228490277856614,5.180686452284427,1.2118727534436404,1.811427248078309,1.4381396516937386,2.830814789728203,3.0143224665036357,0.6310676903334366,1.2118857384892885,1.085744730166503,0.4397231566941326,0.6820689291929329,1.0860409417466443,3.058390365401109
39,kvr,68.30390359192091,95.13456819454768,94.53482088812193,177.56103481167585,177.54789370856915,171.96185531648618,0.047776446040443225,5.02114969671172,4.987010839411361,1.27557474188659,1.8251104923429828,0.9144632647425635,2.9171682528955643,3.3693827434690835,0.5702213986149263,1.1603150769096315,0.9899137421082935,0.40808212249552944,0.560750596208155,0.9418779869332179,2.911597388047564
40,kvr,66.79075238035745,92.87147536179813,101.35689550348076,174.407941776332,170.5204935669984,172.28623013714756,0.04917349460247608,4.920699371903329,4.858793770855888,1.2146605629893072,1.6329088967454508,0.8577039291133421,2.7171551632248567,3.219254670019992,0.5795442305940174,1.0276380805741656,0.8981323728317118,0.43800546972091614,0.6382930162328644,1.0320458616976347,2.839874712669081
41,kvr,70.17306365106452,95.96384348611831,102.94026763033906,173.6460563930957,170.16872587262642,171.75227675461642,0.048445215703568335,4.959650054496788,4.858066343560984,1.2127219103942315,1.6296058970894354,0.994561137409177,2.7163219009940085,3.1917147427408943,0.5956045477307113,1.0055389358244402,0.8719905744647146,0.43761641627086084,0.6848259931329611,1.0776643556216607,2.8727810453911338
42,kvr,69.68452075357806,93.4682463953763,100.4318232705409,178.40182478690687,175.20740237396313,174.00053363378473,0.047859572096526914,4.929228772719795,4.902757148990214,1.220051415092155,1.6787706277934251,0.8767835678281855,2.802640561373794,3.3311535978038296,0.5745139430987208,1.0634015363339138,0.9335168409506407,0.4935189725554654,0.5977016444971252,1.057717455776399,2.821121708178927
43,kvr,71.95001356703364,94.61944015731892,106.22355603865225,179.21724719432956,177.44678038376065,173.15630332232172,0.048198126237283576,4.933196545693003,4.925120284723985,1.2209283619787106,1.6374785475669456,1.0902191652472466,2.7794636474992305,3.241329675721172,0.575136023369428,1.018825651003625,0.9195300389740119,0.4801595900851136,0.6764016756775333,1.114887718479977,2.80016508824246
44,kvr,77.95033207913366,101.79371950355397,100.12261172429646,174.30292974785465,177.34038887194848,171.8266124970464,0.04717060972097233,4.978438089468099,5.030389069839631,1.1722293805828952,1.807665622356526,1.27081868211414,2.918897262347711,3.3738090994228065,0.6032871127757223,1.1938038015026418,1.0902577970867338,0.41998225326604366,0.6416811992564195,1.0105112035194077,2.8241654048352314
45,kvr,81.41740505165535,105.54538112089365,106.27864914278759,171.0977428789821,175.12911992127573,173.41459633160073,0.04736502917437299,4.964860257322374,5.127811362333454,1.1633731961325848,1.862030150332185,1.441962152318609,2.9573047562499224,3.335199325502379,0.5967669619068691,1.085471308418005,1.0190058950246197,0.4515440999710571,0.6241230042802939,1.031064978050429,2.8039268203812235
46,kvr,91.26385084178395,114.10073851319422,97.04927627504414,169.83776432514034,173.14210639855693,175.51176289304,0.046134058726474796,5.282272156054855,5.1191798841652245,1.0949773988092006,2.0737577121276156,2.003278340576618,3.118627144094099,3.4241309631222054,0.5228091360683796,1.1945887353416982,1.0547663527061995,0.4002052268482279,0.557300813200155,0.9462423563798489,2.8698868004768094
47,kvr,95.32552766502607,115.12216080100112,104.53508086605132,167.69588146274654,171.5920394947765,173.09978945296203,0.04548024227779237,5.266125463026664,5.446453836184374,1.224683633605812,2.1420626006100223,2.1660160056251003,3.122489450467693,3.3984227594197938,0.6447108678775245,1.107004063862227,1.000802723932857,0.4224061641511649,0.526236160895131,0.9352663095073181,2.875536297729801
48,kvr,110.16124388440974,136.10909817571962,103.49968330463449,170.61110880518638,179.9691709663831,176.1307506547107,0.050170050634257245,5.009161506932922,5.207808477364122,1.244869782847658,2.236289222184294,2.550082853179926,2.562573891477821,2.7983498513596445,0.608998247924882,1.1423326350676763,0.9664998291139674,0.375069288879026,0.4976355062873118,0.8550858721069602,2.6397363416829958
49,kvr,105.39187865727797,132.79992545887015,100.49870587553299,170.50094244016748,179.61419222654018,178.4563728584543,0.04980822539886703,4.912811599541004,5.055890465072596,1.3299907656140941,2.273323494811824,2.48247262279562,2.5194728863462545,2.8398423942979503,0.5653473934494719,1.1734851223423757,1.0242951012744095,0.4386528690659256,0.5331862177066722,0.9603536081790719,2.678894067805984
50,kvr,98.63477599539277,128.0294144893369,95.71640437757628,173.816349268842,178.87144441074938,176.87602190247358,0.048271365407708836,5.00936703711735,5.090258874068046,1.273600745659563,2.243113958034749,2.330123427433681,2.7864332706952313,2.9407543465056176,0.6057946478721764,1.164433475640722,1.0212534105139806,0.4225619735157426,0.6321184163847128,1.014007802957625,2.8695582361508687
51,kvr,91.8659586761903,122.46615632596425,96.68786984221825,176.34839330685887,177.88219348674082,173.32619896206302,0.04926628712415225,5.021603539076532,5.077565520114609,1.197827174976929,2.0164874981300867,1.6988894329795503,2.6503312223281226,3.176528355014766,0.5911733223564182,1.1108641006931135,0.9993931043089233,0.4097183293618009,0.5940994937337085,0.9475484448602176,2.7723203695136673
52,kvr,83.45155946422574,113.83763714682412,98.33954584338333,177.69561342781657,176.92342469007937,172.9782605153945,0.04776991824966675,5.160518481597888,5.213769215261193,1.189578575364458,1.9618765252698867,1.6464301698551604,2.8363540681001527,3.0994327322915614,0.6221188735268005,1.1491154757805069,1.0537247249790767,0.3968082729887207,0.6663794337815329,1.017118578573599,2.9592258613711766
53,kvr,79.30868699311662,106.39384773681486,106.10333424793151,176.0181961088058,170.98730948488,173.88557408704136,0.04767450034477254,5.16124197823772,5.224140497126563,1.2320466378655242,1.711826866173217,1.3768277346604967,2.728735727991737,3.2029665247267007,0.5815701790155663,1.0340468863798997,0.9319122023735018,0.42626755277012235,0.5725915070339873,0.9831128140446282,2.9325488458326086
54,kvr,68.30979949762917,96.85921862666397,101.70436868495781,175.87561477748085,171.05096041532522,171.72055541725857,0.048235783568012,5.093435534980153,5.061838581337618,1.2268305390343002,1.6989644911877493,0.9754601659344214,2.7665871292491446,3.2002746049501987,0.5413447241349786,0.9871121846043243,0.8971745116336979,0.3905674941144768,0.6543861834085533,1.020338441645314,2.9041276321941094
55,kvr,61.59423013091845,88.1891642672031,97.61689275406816,175.77639863724127,171.2592609411944,173.49361855759312,0.0460263885950707,5.271258266278643,5.179876360807961,1.3744689329982305,1.834182788111602,0.5869712139756127,3.037907885075654,3.6972863735031716,0.6056749055940289,1.0984908221259493,0.9449982629306821,0.49995389274953267,0.3726494734843362,0.85236538669705,2.962620608307426
56,kvr,57.17018922152695,82.56624250488464,97.75062703034362,150.06384290238404,146.35221943595,172.2201522261902,0.0463656077645686,5.2420969799915875,5.368518774404685,1.2666067411214803,1.7679840114191323,0.35630415975592117,3.000678581932543,3.7663852755885445,0.636001704970218,1.089000410923336,0.9049391600749941,0.43147311758595863,0.5630290525434362,0.9736811145530797,3.0028757483174213
57,kvr,51.88508751495103,76.55891716322581,101.76679656298029,165.85845864971932,161.38170163357546,172.88430489775024,0.04633968613183226,5.1752040510831305,5.198794234248741,1.3698884638411921,1.81367488762773,0.36204438223658847,3.0219436114800238,3.616794294853659,0.5883518004656729,1.0914882801091632,1.0074289822844744,0.43818611505328925,0.5918474829273113,1.0055662557438083,2.973930181786355
58,kvr,51.3316256645454,75.32868697748545,98.76246752906553,168.8230395594074,164.49256748595693,171.61092871566808,0.046715587460340796,5.118843072789951,5.164565616495476,1.3709069513523424,1.779712036279872,0.35877010907678974,3.081640162527824,3.5853870585855057,0.6012542371875698,1.1078455754587955,0.973415535683371,0.38452342489320335,0.6087710507283998,0.9729155835186667,2.9239943285208803
59,kvr,54.656660554358275,77.56173408332104,98.13456902521784,171.02971832105106,167.03895544218372,173.87936417651483,0.04683559239983335,5.0951991184449845,5.121723268016427,1.322641815487415,1.7215759250998226,0.3553048372771632,3.083394573001913,3.648209920655566,0.6540998972968592,1.113333404207987,0.9454470881692599,0.42043905287474825,0.5754466575413163,0.9773646666651552,2.860203740500101
60,kvr,56.24215937747467,80.77067939818767,101.60649621762191,171.89978107961176,176.1942862715024,174.28558028515724,0.045416101628437774,5.3751770053306736,5.3638704825159556,1.28556986808809,1.8592025554179015,0.4402022260274522,3.169176415682576,3.6935662426122433,0.6317078560754799,1.034020365047031,0.8773983984218088,0.3963322112215499,0.49839293407609625,0.8840010122563905,2.8997603397168255
61,kvr,63.20791063808366,86.52287432956355,100.14972779186226,165.05138766387068,169.87191002512435,170.8592123631118,0.0441695274548599,5.510852802624266,5.379005118989005,1.390575236302062,2.0050476450184678,0.5410468496061525,3.2272558714590724,3.903363078075918,0.6716319267065425,1.1283761448901992,0.9640397205603088,0.5275094359426001,0.4437338550477062,0.9406760423094656,2.9695541475086857
62,kvr,73.5561584918583,96.68008535565765,104.76106811277404,170.22056655187475,176.23416192438478,173.84369918507176,0.04661270694018394,5.145423301216841,5.258646517018623,1.2923542385986984,1.7298159229755496,1.123272524616369,2.9356655460356764,3.4473082190164837,0.597468527893891,1.0468901455480317,0.9482506314011638,0.4499813023000806,0.580127254063059,1.0116874001861957,2.757430940300335
63,kvr,82.32098995388742,103.93497989930276,104.81494883106197,165.58348783149876,171.0905538917846,172.13012821030753,0.04531897487605409,5.232101194106437,5.484244840121798,1.2889675012874926,1.9409258135190028,1.4829583087551386,3.0576514864785067,3.619139276721295,0.6663086661960814,1.0758321489838465,0.9449383688985441,0.5061925892464132,0.3475482463885318,0.828210506524783,2.787638584465773
64,kvr,93.51462160359199,113.72252747382156,105.89350710015506,165.99379249503156,171.83339941772618,174.5075868927215,0.04509606530534135,5.295727975472669,5.37916640675395,1.2922489674531565,2.0310740103378917,1.9390686447804646,3.180496615163541,3.6067446325017847,0.6302092735573362,1.1505662839451507,1.0834225828877773,0.45407714003705785,0.42352441641255545,0.8641304362246525,2.7525448799307646
65,kvr,97.2222788590513,116.6043889581669,107.7553119322075,164.82982397617863,171.43503743779954,177.06068911118982,0.042921380020545664,5.68037928227531,5.6336258937000165,1.3265572607325213,2.2916891998124376,2.413303397054502,3.432877185131326,3.6035055658815005,0.6884018399225914,1.197370039776572,1.1225022999157441,0.4668776473017616,0.47912582699399786,0.9359473696007482,2.9640280847447253
66,kvr,102.3333304634258,119.44744903591781,103.93818909446469,164.23218077506698,171.10929064858357,178.66660351111437,0.04578266491593839,5.323749255628224,5.34326813049748,1.346021463059818,2.2414421805639955,2.3816726261318086,3.3300961892396312,3.5669969073405983,0.6793737685266756,1.2524627620329958,1.060071850416442,0.4613915587167644,0.45647282372600806,0.9155388617967968,2.768423259013586
67,kvr,102.02204443754846,131.16736495334413,100.38918221663934,177.80623899632602,175.7637469585354,172.00312266041482,0.0487355149618154,5.231918344661488,5.479075402671689,1.328146002863663,2.3055967559121764,2.508917408410877,2.6958945848308775,2.7187777336183228,0.6108640360457029,1.1359940583359855,1.0214962821306686,0.49230083076875514,0.5942613986076859,1.0204768833319513,2.9780554555599967
68,kvr,97.4276324012497,126.04077040659708,99.22206484547266,179.76031091229217,173.3092746952618,169.06615308880424,0.046941728594822346,5.238624995890063,5.474978371248488,1.496236725186531,2.3212821864834825,2.3425176299680004,2.719565724695351,2.9610654286995746,0.7058127495587998,1.234420517761407,1.0753287603633743,0.48332786157770863,0.6185835056552398,1.0232565915188925,3.1239102617394443
69,kvr,96.08200468171839,124.455311733366,104.52070890505753,178.68110209191508,173.63208221208643,169.42464364455114,0.048887835097203736,4.977239721029359,5.1683384025987165,1.3507863985696518,2.0991220228116636,2.199761998035997,2.576817176836356,2.719771665016099,0.6551272213829634,1.1191182381103633,1.0454645249069956,0.5113154571153968,0.6604656687737935,1.0801851305342691,3.033972965946007
